"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Office of the Regional Health Directorate - Ashanti Region","GR/GACL/GD/025/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th March, 2015","30th June, 2015","Ghana Cedi","Gh¢215105.00","90's VENTURES LIMITED","","ACCRA","","-"
"Office of the Regional Health Directorate - Ashanti Region","GR/GACL/GD/SSP/005/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th March, 2015","30th June, 2015","Ghana Cedi","Gh¢350320.00","IPMC Limited","","P. O. Box AN7617, Accra North","","-"
"Office of the Regional Health Directorate - Ashanti Region","GACL DTS/PROJ/X-RAY","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th March, 2015","30th June, 2015","Euro","€584106.00","MODERN DIGITAL LIMITED","","ACCRA","","-"
"Office of the Regional Health Directorate - Ashanti Region","GACL/DTS/PROJ/X-RAY","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th March, 2015","30th June, 2015","Ghana Cedi","Gh¢703290.00","MODERN DIGITAL LIMITED","","ACCRA","","-"
"Ghana Institute of Management And Public Administration","GR/GCB/PG/16/014/03","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd April, 2015","22nd June, 2015","Ghana Cedi","Gh¢18000000.00","OCEAN TRADE LIMITED","","P.O.BOX 30443 KIA,ACCRA","","-"
"Ministry of Energy and Petroleum","GR/SSNIT/TS/00001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th March, 2015","12th March, 2015","Ghana Cedi","Gh¢14545683.08","Provision Consultants Limited","","P. O. Box 10188 Accra","","-"
"Minerals Commission","BAR/SJCE/WKS/01/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","20th January, 2015","12th February, 2015","Ghana Cedi","Gh¢23378.70","Messers Vodafone","","PMB 21 Accra North Accra","","-"
"Minerals Commission","ER/KDP/PPA/01/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","05th May, 2015","-","Ghana Cedi","Gh¢28796.00","","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/TS/0001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th March, 2015","05th February, 2016","Ghana Cedi","Gh¢19185000.00","Pro Vision Consultants Limited","","Pro Vision Consultants Limited P. O. Box 10188 Accra - North.","","-"
"Social Security and National Insurance Trust (SSNIT)","NR/TAPOLY/GD/27/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","10th March, 2015","29th April, 2015","Ghana Cedi","Gh¢38000.00","Electro Mediks Ghana Limited","","Post Office Box WJ119, Accra, Ghana","","-"
"Energy Commission","GR/BOG/GD/0050/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","04th March, 2015","22nd December, 2015","Ghana Cedi","Gh¢2220750.00","Qualiplast Limited","","QUALIPLAST LIMITED P.O. Box 7136 ACCRA-NORTH","","-"
"Minerals Commission","BDR/G/GAR/15/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th March, 2015","29th May, 2015","Ghana Cedi","Gh¢2467500.00","Messrs Camelot Ghana Limited","","Messrs Camelot Ghana Limited P.O Box M 191 Osu - Accra","","-"
"Ghana Statistical Service","GR/PHC/GD/007/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","03rd February, 2015","23rd February, 2015","Ghana Cedi","Gh¢137475.00","Innolink Print and Packaging Limited","","P. O. Box 30315 KIA Accra","","-"
"University For Development Studies","EOCO/ED/I.T 085/v.2/188","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","10th February, 2015","23rd March, 2015","Ghana Cedi","Gh¢360897.00","National Information Technology Agency","","6th Floor Ghana Multimedia Centre ,High Street","","-"
"University For Development Studies","EOCO/ED/148/v.2/49","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","13th February, 2015","21st July, 2015","Ghana Cedi","Gh¢352126.00","PUBLIC WORKS DEPARTMENT","","P. O. BOX 189 ACCRA","","-"
"Komfo Anokye Teaching Hospital","BPA/MIS/018/9897/ADM/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","04th February, 2015","18th February, 2017","Ghana Cedi","Gh¢72309947.00","Messrs Amandi Investment Limited","","226 Osibisa Close Airport Accra","","-"
"Tema Development Corporation","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","26th February, 2015","25th May, 2015","Ghana Cedi","Gh¢2400000.00","rLG Communications","","P. O. Box CT 6027 Cantonments Accra","","-"
"Ghana Broadcasting Corporation","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢240000.00","Tropical Business Solution","","","","-"
"Ghana Broadcasting Corporation","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","10th March, 2015","09th June, 2015","Ghana Cedi","Gh¢1200000.00","High Tech World","","","","-"
"West African Examination Council","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","17th March, 2015","16th June, 2015","Ghana Cedi","Gh¢360000.00","Citsys Co. Limited","","","","-"
"Bank of Ghana","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢280000.00","Kevinola Enterprise","","","","-"
"Sekondi Takoradi Metropolitan Assembly","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢140000.00","Cedar Brook Co. Limited","","","","-"
"Sekondi Takoradi Metropolitan Assembly","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th April, 2015","15th July, 2015","Ghana Cedi","Gh¢140000.00","Powa Systems Engineering","","","","-"
"Sekondi Takoradi Metropolitan Assembly","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢140000.00","Tuma Company Limited","","P. O. Box TL 1830 Tamale","","-"
"Sekondi Takoradi Metropolitan Assembly","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢140000.00","Datasource Infotech","","","","-"
"Tamale Teaching Hospital","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢56000.00","Helson Investments","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢84000.00","Bendai Enterprise","","P. O. Box KN 468 Accra","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","10th April, 2015","09th July, 2015","Ghana Cedi","Gh¢56000.00","Sethandy Co. Limited","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th April, 2015","15th July, 2015","Ghana Cedi","Gh¢84000.00","Quick Logistics","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢2345000.00","Tropical Business Solution","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢2814000.00","High Tech World","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢1172500.00","Omatek Computers","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢469000.00","I-Core Systems","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","03rd February, 2015","16th June, 2015","Ghana Cedi","Gh¢703500.00","Doil & Co. Limited","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","12th March, 2015","11th June, 2015","Ghana Cedi","Gh¢2345000.00","Wadco Limited","","","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/LC/12/14","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","17th March, 2015","16th June, 2015","Ghana Cedi","Gh¢1172500.00","Citsys Co. Limited","","","","-"
"Ministry of Local Government and Rural Development","MLGRD/GOG/GDS/SS/001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","06th February, 2015","06th May, 2015","Ghana Cedi","Gh¢5015000.00","Messrs Fanel Services","","P. O. Box 7877 Accra-North Accra","","-"
"Ministry of Local Government and Rural Development","MLGRD/GOG/GDS/001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th February, 2015","12th February, 2016","Ghana Cedi","Gh¢6202221.70","Messrs Akuffo and Associates","","P. O. Box CT 2404 Cantonments Accra","","-"
"Ministry of Local Government and Rural Development","MLGRD/GOG/GDS/SS/001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","13th February, 2015","12th February, 2016","Ghana Cedi","Gh¢434317.07","Messrs Masuab Consult","","P. O. Box CT 9781 Cantonments Accra","","-"
"Ghana Investment Fund for Electronic Communication","GIFEC/PPA/FT/01/02/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","17th April, 2015","01st June, 2015","Ghana Cedi","Gh¢339000.00","Fleet Technologies","","","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/014/033/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","29th May, 2015","Ghana Cedi","Gh¢101520.00","VAO ENGINEERING SERVICES","","ACCRA","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/017/006/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","08th May, 2015","29th May, 2015","Ghana Cedi","Gh¢144000.00","AGVAD GHANA LIMITED","","ACCRA","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/TS/051/010/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","10th April, 2015","10th April, 2015","Ghana Cedi","Gh¢66886.00","DIZENGOFF (GHANA) LIMITED","","ACCRA","","-"
"National Petroleum Authority","GR/NPC/WEB/001/2015","-","Restricted Tender","1","","ETC/PPA","72 (5) (c) - Consultant  / Follow-up Assignment ( 40) (1) (c)","20th April, 2015","05th June, 2015","Ghana Cedi","Gh¢27913.00","Proweb Solutions Limited","","P. O. Box AN6394, Accra North, Accra","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0014/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","20th March, 2015","20th April, 2015","Ghana Cedi","Gh¢230100.00","Japan Motors Trading Company Limited","","P. O. Box 5216, Accra","","-"
"Ministry Of Youth And Sports","GR/MOYS/GD/01/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)e - Research/Experiment/Development","04th May, 2015","04th September, 2015","Ghana Cedi","Gh¢100000.00","Alive and Kicking Ghana","","P. O. Box D.S.W 5500","","-"
"Ghana Health Service","ER/CSRPM/GD/0024/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","-","-","USA Dollar","$96000.00","GMP Machine and Packaging","","302-Ashirwad Paras,Near Prahlad Nager Gaeden, Corporate Road,Prahlad Nager, AHMEDABAD-380015, INDIA","","-"
"Ghana Reinsurance Company Ltd","GR/GRCL/GD/0003/2015","-","Restricted Tender","1","","ETC/PPA","72 (5)(a) -Sole Eligible Consultant","08th April, 2015","07th October, 2015","Ghana Cedi","Gh¢226440.00","SOFTCLANS Technologies Limited","","P. O. Box 39607 - 00200 Nairobi Kenya","","-"
"Management Development And Productivity Institute","GR/MDPI/CS/0001/2015","-","Restricted Tender","1","","ETC/PPA","72 (5)(a) -Sole Eligible Consultant","29th May, 2015","12th June, 2015","Ghana Cedi","Gh¢28950.00","DR. SAKA EBENEZER MANFUL (INDIVIDUAl CONSULTANT)","","P. O. Box AF 2794 Adenta - Accra Tel.: (+233) 0509385655 / 0271657314","","-"
"University Of Cape Coast (UCC)","CR/UCC/FCMP/SS/01/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","05th May, 2015","12th May, 2015","Ghana Cedi","Gh¢149609.00","Kingdom Books and Stationery Limited","","P.O.BOX BT 187, C2","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0115/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","26th May, 2015","26th June, 2015","Ghana Cedi","Gh¢486573.40","Agenda Commercial Limited","","","","-"
"University Of Cape Coast (UCC)","CR/UCC/FCMP/SS/01/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)e - Research/Experiment/Development","22nd June, 2015","22nd October, 2015","Ghana Cedi","Gh¢1362779.19","PARK SCIENTIFIC","","24 LOW FARM PLACE, MOULTON PARK NORTHAMPTON NN3 6HY UK.","","-"
"Ghana Airports Company Limited","GACL/DOPHA/407/VOL","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","01st March, 2015","-","USA Dollar","$25001889.00","AMALGAMATED DESIGNS LIMITED","","","","-"
"Ghana National Petroleum Corporation","LPO 7488","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd December, 2014","20th June, 2015","Ghana Cedi","Gh¢571888.80","SVANI GH. LTD","","P. O. Box 9916 Accra","","-"
"Ghana National Petroleum Corporation","7518","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","05th May, 2015","05th June, 2015","USA Dollar","$251323.10","CWG Ghana","","P. O. Box KD 247 Accra","","-"
"Ghana National Petroleum Corporation","7520","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th May, 2015","20th June, 2015","Ghana Cedi","Gh¢146098.33","Radius Consulting LTD","","PMB CT-318 Accra","","-"
"National Food Buffer Stock Company","GR/NFBSC/SS/01/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)c - National Emergency / Catastrophic Event","25th February, 2015","01st September, 2015","USA Dollar","$8100000.00","West Africa Commodities Limited","","","","-"
"Community Water and Sanitation Agency","PRSTWSSP/BAR/AW-ST/2015-1","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th April, 2015","06th June, 2015","Ghana Cedi","Gh¢0.00","Blessed Field Limited","","P. O. Box AD 52 Adabraka-Accra","","-"
"Community Water and Sanitation Agency","PRSTWSSP/BAR/OW-ST/2015-1","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th April, 2015","06th June, 2015","Ghana Cedi","Gh¢240000.00","Beda Construction Engineering Ltd","","P. O. Box 15333 Accra-North","","-"
"Community Water and Sanitation Agency","PRSTWSSP/BAR/AW-ST/2015-1","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th April, 2015","06th June, 2015","Ghana Cedi","Gh¢980477.00","Osamanpa Estate Developers Ltd","","P. O. Box 1439 Dansoman Accra","","-"
"Judicial Service","JUDS/GDS/ICT/003/14","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","07th April, 2015","19th May, 2015","Ghana Cedi","Gh¢1992721.28","Fair Green Ltd","","P. O. Box GP579","","-"
"Ghana Cocoa Board","GCB/PU/NA/V.2/242","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd June, 2015","30th July, 2015","Ghana Cedi","Gh¢93489442.00","THE GANGES MANUFACTURING COMPANY LTD","","33A,JA WAHARLAL,NEHRU ROAD","","-"
"Ministry of Power","GR/MP/GD/SS/001/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th March, 2014","27th September, 2014","Ghana Cedi","Gh¢13987284.00","Pole-Top Accessories","","P. O. Box 10602, Accra. Tel: 024-2061183","","-"
"Ministry of Power","GR/MP/GD/SS/001/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th March, 2014","27th September, 2014","Ghana Cedi","Gh¢13987284.00","Pole-Top Accessories","","P. O. Box 10602, Accra. Tel: 024-2061183","","-"
"Ministry of Power","GR/MP/GD/SS/001/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th March, 2014","27th October, 2014","Ghana Cedi","Gh¢39577811.00","Mes-Bre Limited","","P. O. Box 504, Accra. Tel: 00244-046010","","-"
"Ministry of Power","GR/MP/GD/SS/003/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th September, 2014","11th March, 2015","Ghana Cedi","Gh¢18937490.00","Reroy Power Limited","","P. O. Box 8503AN Accra-North","","-"
"Ministry of Power","GR/MP/GD/SS/004/2014","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th August, 2014","27th February, 2015","Ghana Cedi","Gh¢15000000.00","Vision & Sports Enterprise","","P. O. Box 10602, Accra.","","-"
"Ghana Institute of Management And Public Administration","GR/GIMPA/GD/MCCB/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","02nd June, 2015","15th June, 2015","Ghana Cedi","Gh¢19049.00","Aytech Electrical Engineering Solutions Limited","","P. O. Box AN 15657 Accra-North Accra","","-"
"Ghana Immigration Service","GR/GIS/NCT/GD/006/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th July, 2015","30th October, 2015","Ghana Cedi","Gh¢496285.00","PRINTEX LIMITED","","P.O. BOX GP 439 ACCRA-GHANA","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","30th May, 2015","Ghana Cedi","Gh¢25000.00","Intermec Ghana Limited","","P. O. Box 9429 Accra","","-"
"Ghana Water Company Limited","MD/PPA/V.1/32","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","30th May, 2015","Ghana Cedi","Gh¢129273.00","Humble Company Limited","","P. O. Box GP 4109 Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd May, 2015","29th June, 2015","Ghana Cedi","Gh¢32522.72","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","30th July, 2015","Ghana Cedi","Gh¢184006.55","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2015","31st July, 2015","Ghana Cedi","Gh¢72450.00","Ako Engineering Limited","","P. O. Box CT 3871 Cantonments Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0022/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","14th April, 2015","Ghana Cedi","Gh¢44759.00","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0022/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2015","31st July, 2015","Ghana Cedi","Gh¢140132.70","Ako Engineering Limited","","P. O. Box CT 3871 Cantonments Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0051/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th May, 2015","30th June, 2015","Ghana Cedi","Gh¢280000.00","Ghana Egypt Fibre Glass Industry Limited","","P. O. Box 11172 Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd May, 2015","31st July, 2015","Ghana Cedi","Gh¢1411300.00","Energy Always (GH) Limited","","P. O. Box NT 51","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","26th May, 2015","30th August, 2015","Ghana Cedi","Gh¢108300.00","CG Driver and Automation, Sweden","","Morsargatan 12, Box 225 25 Sweden","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","-","-","Ghana Cedi","Gh¢0.00","Romairco Trading Enterprise","","","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2015","22nd June, 2015","Ghana Cedi","Gh¢89713.00","Romairco Trading Enterprise","","","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd May, 2015","14th July, 2014","Ghana Cedi","Gh¢229600.00","Jimpass Enterprise","","P. O. Box 1574","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","30th June, 2015","25th August, 2015","Ghana Cedi","Gh¢60439.80","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","30th July, 2015","Ghana Cedi","Gh¢537066.32","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","30th July, 2015","Ghana Cedi","Gh¢610226.75","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GWCL/GR/GD/0022/2015/01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd April, 2015","30th July, 2015","Ghana Cedi","Gh¢991935.00","Bonny - hans Complex Limited","","P. O. Box ST 179","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0023/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","28th April, 2015","Ghana Cedi","Gh¢48000.00","Hanna Instrument","","P. O. Box MP 189","","-"
"University of Professional Studies - Accra","GR/UPSA/GD/068/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","22nd April, 2015","22nd May, 2015","Ghana Cedi","Gh¢81437.00","SMICE INTERNATIONAL LIMITED","","SMICE INTERNATIONAL LIMITED P.O.BOX 19125 AN ACCRA-GHANA","","-"
"University of Professional Studies - Accra","GR/UPSA/GD/054/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","22nd April, 2015","22nd May, 2015","Ghana Cedi","Gh¢19647623.00","KEDARD  OFFICE EQUIPMENT SERVICE","","KEDARD OFFICE EQUIPMENT SERVICE P.O.BOX KT147,KOTOBABI-ACCRA","","-"
"Ghana Cocoa Board","GCB/PU/NA/V.2/243","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","30th July, 2015","30th August, 2015","Ghana Cedi","Gh¢435929.14","GHANA METAL FABRICATION & CONST. LTD","","P.O.BOX 5327 NORTH-ACCRA","","-"
"National Lottery Authority","GR/NLA/GD/0022/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","08th May, 2015","08th April, 2016","Ghana Cedi","Gh¢1559935.00","MERIDIAN CONSOLIDATED VENTURES LIMITED","","MERIDIAN CONSOLIDATED VENTURES LIMITED C/O P.O BOX CE 11079 COMMUNITY 11, TEMA","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0115/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th June, 2015","08th August, 2015","Ghana Cedi","Gh¢486573.40","Agenda Commercial Limited","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/01/2015/01","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","06th January, 2015","05th March, 2015","Ghana Cedi","Gh¢105200.00","Focus Four Company Limited","","","","-"
"Department Of Urban Roads","DUR/HO/GOG/DEV/AMA/05/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)b - Urgency","29th June, 2015","05th August, 2016","Ghana Cedi","Gh¢29225834.95","Construtora Queiroz Galvao Sucursal Gana","","P.o.Box Ct 221, Accra","","-"
"Department Of Urban Roads","DUR/HO/GOG/GAR/PM/AO/05/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)b - Urgency","26th June, 2015","20th July, 2016","Ghana Cedi","Gh¢30000000.00","Ussuya (GH) Limited","","P.o.Box CT 126 Cantonments-Accra","","-"
"Department Of Urban Roads","DUR/HO/GRF/PM/DR&CULV/GEMRU/LOT1/2014","-","Restricted Tender","1","","Entity Tender Committee","40 (1)b - Urgency","19th August, 2014","29th March, 2015","Ghana Cedi","Gh¢605192.80","CLG Ghana Limited","","P. O. Box DS1628,  Dansoman-Accra.","","-"
"Department Of Urban Roads","DUR/HO/EM.RECONST/GOG/2014","-","Restricted Tender","1","","Entity Tender Committee","40 (1)b - Urgency","25th August, 2014","12th September, 2016","Ghana Cedi","Gh¢33063686.45","Kofi Job Company Limited","","P.O.Box 14584 Kumasi","","-"
"Ministry of Local Government and Rural Development","SCR/EA228/60/02/01","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","25th July, 2015","30th December, 2016","Ghana Cedi","Gh¢300000.00","Veshydro Limited","","P. O. Box GP 18701","","-"
"Ministry of Local Government and Rural Development","SCR/EA228/60/02/01","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","24th July, 2015","31st October, 2016","Ghana Cedi","Gh¢2700000.00","AES Company Limited","","P. O. Box AN 15622 Accra North  Accra","","-"
"Metro Mass Transport Ltd","GR/MMTL/GD/0004/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th May, 2015","13th August, 2015","Euro","€1040998.00","VDL Parts Bv","","P. O. Box 298, 5500Ag Neldhoven Holland","","-"
