"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Volta River Authority","GR/VRA/GD/0009/2023","-","Single Sourced","2","Various Textbooks","PPA Board","40 (1)b - Urgency","27th April, 2023","07th June, 2023","Ghana Cedi","Gh¢60500.00","YORK PRESS LIMITED","","","","-"
"Volta River Authority","GR/VRA/GD/0009/2023","-","Single Sourced","3","VARIOUS TEXTBOOKS LOT 3","PPA Board","40 (1)b - Urgency","27th April, 2023","31st May, 2023","Ghana Cedi","Gh¢58100.00","EPP BOOKS SERVICES GHANA LIMITED","","","","-"
"Volta River Authority","GR/VRA/GD/0011/2022","-","Single Sourced","4","Lot 4 of Various Textbooks for the 2023/2024 Academic year","PPA Board","40 (1)b - Urgency","24th October, 2023","20th November, 2023","Ghana Cedi","Gh¢133000.00","NNF ESQUIRE LIMITED","","","","-"
"Volta River Authority","GR/VRA/GD/0011/2022","-","Single Sourced","3","Various Textbooks for the VRA Schools","PPA Board","40 (1)b - Urgency","23rd November, 2022","30th December, 2022","Ghana Cedi","Gh¢64320.00","PAGES AND STATIONERY LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PD/SPD/COCOPEAT/01/2024","-","Single Sourced","1","CONTRACY FOR THE SUPPLY OF 12,500,000 KGS/ 500,000 BAGS (25KG/BAG) OF MIRACLE GRO POTTING MIX (COCOPEAT & PERLITE)","ETC/PPA","40 (1)a - Proprietary","21st November, 2023","22nd January, 2024","Ghana Cedi","Gh¢50000000.00","ADMUS LOGISTICS COMPANY LIMITED","","","","-"
"Mount Mary College of Education","ER/MMCE/WKS/002/23","-","Single Sourced","2","Procuring of local rice to help encourage our farmers and to promote made in Ghana food product..","PPA Board","40 (2) - Promote Policy 59(4)(c), (d) or 69(2)(c)(i)","08th March, 2023","31st December, 2023","Ghana Cedi","Gh¢320000.00","Gebas Star Ventures","0","0","0","-"
"National Commission for Civic Education","NCCE.Pu.354/A/v.2/91","-","Single Sourced","","Honda Accord Saloon Car - Qty 1","ETC/PPA","40 (1)b - Urgency","19th December, 2022","20th December, 2022","Ghana Cedi","Gh¢952000.00","THE HONDA PLACE (GHANA) LIMITED","","","","-"
"National Commission for Civic Education","NCCE.Pu.354/A/v.2/92","-","Single Sourced","","Procurement of One (1) Unit Nissan Navara Double Cabin 4wd Pick up Vehicle.","ETC/PPA","40 (1)b - Urgency","19th December, 2022","20th December, 2022","Ghana Cedi","Gh¢539324.00","Japan Motors Trading Company Limited","","P. O. Box 5216, Accra","","-"
"Ministry of Defence","GR/MOD/SS/WKS/0002/23","-","Single Sourced","1","CONSTRUCTION OF ARMY HEAD QUATERS FOR GAFS PHASE II","PPA Board","40 (1)f - National Security","30th August, 2023","30th August, 2024","Ghana Cedi","Gh¢32062473.05","HIGH BRAINS LIMITED","","","","-"
"Ministry of Defence","GR/MOD/SS/TS/0001/23","-","Single Sourced","1","MAINTAINANCE OF CASA C295 AIRCRAFT (GHF 550, MSN 081) FOR THE GHANA ARMED FORCES","PPA Board","40 (1)f - National Security","15th February, 2023","14th February, 2024","Euro","€4016000.00","AIRBUS DEFENCE AND SPACE, S.A.U","UNKNOWN@GMAIL.COM","CALLE AVIOCAR2,28906 GETAFE SPAIN","N/A","-"
"Ministry of Defence","GR/MOD/TS/SS/0002/23","-","Single Sourced","1","DEVELOPMENT OF EMAILING SYSTEM FOR THE GHANA ARMED FORCES","PPA Board","40 (1)f - National Security","30th August, 2023","29th August, 2024","USA Dollar","$2180596.73","ACELINE BCNJ GROUP","MOSES.KANDURI@GMAIL.COM","158, NORTH LABORNE HOUSING ESTATE, ACCRA","0263456785","-"
"Ministry of Defence","GR/MOD/CS/SS/0001/23","-","Single Sourced","","CONSULTANCY FOR THE CONSTRUCTION OF THE ARMY HEAD QUATERS","PPA Board","40 (1)f - National Security","04th September, 2023","03rd September, 2024","Ghana Cedi","Gh¢3206247.31","CAAD &CAD CONSULT","UNKNOWN@GMAIL.COM","P.O.BOX 8140, C7 TEMA","0277755999","-"
"Ministry of Defence","GR/MOD/SS/TS/0003/23","-","Single Sourced","1","REPAIR OF AIR CONDITION PIPE LEAKAGE TRAYS AT MOD","PPA Board","40 (1)f - National Security","03rd October, 2023","31st December, 2023","Ghana Cedi","Gh¢1999454.10","D-SAM AIRDUCT FABLICATIONS LTD","UNKNOWN@GMAIL.COM","P.O.BOX KIA 394, ACCRA","0","-"
"Ministry of Defence","GR/MOD/GD/SS/0001/23","-","Single Sourced","1","PROCUREMENT OF 4X4 TERRIER LT - 7","PPA Board","40 (1)f - National Security","28th February, 2023","27th February, 2024","USA Dollar","$32709915.50","MESSRS GATEWAY HOLDINGS LTD","AHMED@GATEWAYGHANA.COM","P.O.BOX CT 10821","03027855549","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","SUPPLY OF LAB CONSUMABLES","PPA Board","40 (1)a - Proprietary","30th October, 2023","28th January, 2024","USA Dollar","$49312.00","PEKINELMER SINGAPORE PTE LTD","PEKINELMER@GMAIL.COM","#32-01 UOB PLAZA 1, SINGAPORE","+656861688","-"
"University Of Ghana (UG)","GR/UOG/CHS/TS/SS/012/23","-","Single Sourced","1","TECHNICAL SERVICE OF BD FASCANTO AND BD ACCURI 6+ INSTRUMENT","Central Tender Review Committee","40 (1)a - Proprietary","30th October, 2023","28th January, 2024","USA Dollar","$18500.00","Mess De-Kay Ventures","0","P. O. Box An 219, Kaneshie, Accra","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","SUPPLY OF LAB CONSUMABLES","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","28th January, 2024","Euro","€238.00","EUROFINS GENOMICS SAS","UNKNOWN@GMAIL.COM","44323 NANTES CEDEX 3,FRANCE","0800903807","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","SUPPLY OF LAB CONSUMABLES","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","28th January, 2024","Euro","€2176.25","TIB MOLBIOL SYNTHESELABOR GmbH","DNA@TIB-MOLBIOL.DE","D-12103, BERLIN-GERMANY","+493078799455","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","SUPPLY OF LAB REAGENTS & CONSUMABLES","PPA Board","40 (1)a - Proprietary","04th October, 2023","02nd December, 2023","Ghana Cedi","Gh¢15359.40","ARCOA GHANA LIMITED","0","P. O BOX CT 9678 CANTONMENT, ACCRA - GHANA","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","SUPPLY OF LAB REAGENTS & CONSUMABLES","PPA Board","40 (1)a - Proprietary","04th October, 2023","02nd January, 2024","Ghana Cedi","Gh¢104788.29","MES EQUIPMENT LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","SUPPLY OF LAB REAGENTS & CONSUMABLES","PPA Board","40 (1)a - Proprietary","18th October, 2023","16th January, 2024","Ghana Cedi","Gh¢117578.66","LABMART LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","SUPPLY OF LAB REAGENTS","PPA Board","40 (1)a - Proprietary","04th October, 2023","02nd January, 2024","USA Dollar","$872.10","WUHAN ELABSCIENCE BIOTECTHNOLOGY CO. LTE","ORDER@ELABSCIENCE.COM","WUHAN HUBEI PROVINCE, CHINA","N/A","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/002/2023","-","Single Sourced","1","Procurement of Building items and external works for the completion of proposed Diamond Hostel project.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","24th November, 2023","Ghana Cedi","Gh¢4798139.00","ALLIANCE SYSTEMS LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/001/23/2023","-","Single Sourced","1","Supply of High Density Leather Mattress","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","24th November, 2023","Ghana Cedi","Gh¢1219576.00","LATEX FOAM RUBBER PRODUCTS LTD","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/006/23/2023","-","Single Sourced","3","Supply of Panel Door with locks and frame dressing.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","24th November, 2023","Ghana Cedi","Gh¢1915108.00","AFRO-TINO COMPANY LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/007/23/2023","-","Single Sourced","4","Supply of ring works scaffolding and form works system.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","24th November, 2023","Ghana Cedi","Gh¢800384.00","IGIT GLOBAL ENTERPRISE","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/005/23/2023","-","Single Sourced","5","Supply of immersed Transformer and Generator.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","24th November, 2023","Ghana Cedi","Gh¢1681680.00","AGENDA COMMERCIAL LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/003/23/2023","-","Single Sourced","3","Supply of Panel Lights and Switches.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","09th November, 2023","Ghana Cedi","Gh¢2137501.00","ELECTRO DARKO HOUSE LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/009/23/2023","-","Single Sourced","9","Supply of water Storage Tanks.","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","09th November, 2023","Ghana Cedi","Gh¢346349.00","POLYTANKS (GHANA) LIMITED","","","","-"
"University Of Ghana (UG)","GR/UG/GD/SS/AFIP/004/23/2023","-","Single Sourced","4","Supply of Metal cables","PPA Board","40 (1)e - Research/Experiment/Development","30th October, 2023","09th November, 2023","Ghana Cedi","Gh¢524160.00","FRONT PAGE VENTURES","","","","-"
"University Of Ghana (UG)","GR/UG/TS/SS/0051B/0053B/2023","-","Single Sourced","1","Maintenance services","PPA Board","72 (5)(a) -Sole Eligible Consultant","24th May, 2023","23rd June, 2023","Ghana Cedi","Gh¢39551.00","INTERCOM PROGRAMMING AND MANUFACTURING COMPANY LIMITED( IPMC)","","","","-"
"University Of Ghana (UG)","GR/UG-CA/GD/SS/NCT/0061/23","-","Single Sourced","1","Supply of Brass Typefaces - Various","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","19th December, 2023","28th December, 2023","Ghana Cedi","Gh¢172972.00","FRANSBEL VENTURES","0","0","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF REAGENTS AND CONSUMABLES","PPA Board","40 (1)a - Proprietary","06th October, 2023","31st December, 2023","USA Dollar","$1634270.97","ELYON HOSPITAL AND RESEARCH SUPPLIES LIMITED","ELYON@EHRSUPPLIES.CO.UK","ENFIELD, LONDON EN 37GD","02081764390","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF EQUIPMENT","PPA Board","40 (1)a - Proprietary","03rd October, 2023","31st January, 2024","Ghana Cedi","Gh¢262584.81","SYSMEX WEST AND CENTRAL AFRICA LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","SUPPLY OF LAB REAGENTS & TRAINING ON THE USE OF EQUIPMENT","PPA Board","40 (1)a - Proprietary","30th October, 2023","28th January, 2024","USA Dollar","$6794.30","PROMOLAB PTY LTD T/A SEPARATIONS","UNKNOWN@GMAIL.COM","ROBINDALE, JOHANNESBURG","+2119191000","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF REAGENTS AND CONSUMABLES","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","15th September, 2023","31st December, 2023","USA Dollar","$6759413.61","ARCOA GHANA LIMITED","0","P. O BOX CT 9678 CANTONMENT, ACCRA - GHANA","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","SUPPLY OF LAB EQUIPMENT","PPA Board","40 (1)a - Proprietary","30th October, 2023","28th January, 2024","Ghana Cedi","Gh¢2710235.36","ARCOA GHANA LIMITED","0","P. O BOX CT 9678 CANTONMENT, ACCRA - GHANA","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF REAGENTS AND CONSUMABLES","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","15th September, 2023","31st December, 2023","USA Dollar","$6759413.61","ARCOA GHANA LIMITED","0","P. O BOX CT 9678 CANTONMENT, ACCRA - GHANA","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF REAGENTS, CONSUMABLES AND EQUIPMENT","PPA Board","40 (1)b - Urgency","15th May, 2023","31st December, 2023","USA Dollar","$937115.53","ISN PRODUCTS LIMITED","CONTACT@ISNMEDICAL","143 GBEGADA EXPRESSWAY, NIGERIA","+2348057324775","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","SUPPLY OF CHEMICALS & REAGENTS","PPA Board","40 (1)a - Proprietary","15th November, 2023","13th February, 2024","Ghana Cedi","Gh¢132213.62","WAGTECH GHANA LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE SUPPLY OF REAGENTS, CONSUMABLES AND EQUIPMENT","PPA Board","40 (1)b - Urgency","11th May, 2023","31st December, 2023","USA Dollar","$4466458.77","Carramore International","0","Thonsbridge Mills Miry Lane HD9 7RW, UK","0","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","","SUPPLY OF LAB EQUIPMENT","PPA Board","40 (1)a - Proprietary","15th November, 2023","13th February, 2024","Euro","€55026.00","REVVITY SINGAPORE PTE.LTD","HELENE.ROUX@REVVITY.COM","80 RAFFLES PLACE, SINGAPORE","+27826101071","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","THE SUPPLY OF LAB REAGENTS AND CONSUMABLES","PPA Board","40 (1)a - Proprietary","04th October, 2023","02nd January, 2024","Ghana Cedi","Gh¢54954.06","DCL LABORATORY PRODUCT LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","THE SUPPLY OF LAB EQUIPMENT","PPA Board","40 (1)a - Proprietary","15th November, 2023","13th January, 2024","USA Dollar","$226650.01","ISN PRODUCTS LIMITED","CONTACT@ISNMEDICAL","143 GBEGADA EXPRESSWAY, NIGERIA","+2348057324775","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/003/23","-","Single Sourced","1","THE SUPPLY OF LAB CHEMICALS AND REAGENTS","PPA Board","40 (1)a - Proprietary","15th November, 2023","13th February, 2024","Ghana Cedi","Gh¢121500.00","MEADGROVE (GHANA) LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/032/23","-","Single Sourced","1","THE SUPPLY OF ONE UNIT OF CROSS-COUNTRY VEHICLE","PPA Board","40 (1)a - Proprietary","14th November, 2023","12th February, 2024","Ghana Cedi","Gh¢957631.44","TOYOTA GHANA COMPANY LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/033/23","-","Single Sourced","1","THE SUPPLY OF LAB REAGENTS","PPA Board","40 (1)a - Proprietary","30th August, 2023","28th November, 2023","Ghana Cedi","Gh¢141804.32","REVNA BIOSCIENCES LIMITED","INFO@REVNABIO.COM","P.O BOX LG 1054, LEGON ACCRA","0599009977","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","THE SUPPLY OF LAB REAGENTS AND CONSUMABLES","PPA Board","40 (1)a - Proprietary","14th August, 2023","12th November, 2023","USA Dollar","$19078.00","LASEC INTERNATIONAL (PYT) LTD","SALES@LASEC.COM","P.O BOX 2110, CAPE TOWN,SA","+27215317504","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","THE SUPPLY OF ELIZA KITS","PPA Board","40 (1)a - Proprietary","30th August, 2023","28th November, 2023","USA Dollar","$10500.00","ZALGEN LABS, LLC","UNKNOWN@GMAIL.COM","AURORA CO 80045, USA","+18334828833","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","THE SUPPLY OF LAB EQUIPMENT","PPA Board","40 (1)a - Proprietary","01st August, 2023","30th October, 2023","British Pound","£5603.11","ELTEK LIMITED","UNKNOWN@GMAIL.COM","CAMBS CB23 1LL, UK","01223872111","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/017/23","-","Single Sourced","1","THE SUPPLY OF LAB EQUIPMENT","PPA Board","40 (1)a - Proprietary","21st June, 2023","18th September, 2023","USA Dollar","$429205.00","PROMOLAB PTY LTD T/A SEPARATIONS","UNKNOWN@GMAIL.COM","ROBINDALE, JOHANNESBURG","+2119191000","-"
"Ministry of Finance","GR/MoF/GDS/SS/009/2023","-","Single Sourced","1","Supply of Car Tyres and Lead-Acid Batteries","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢932247.00","Admabs Investment Limited","0","P. O. Box, Accra","0","-"
"Ministry of Finance","GR/MOF/GDS/SS/023/2023","-","Single Sourced","1","Supply and Installation of Office Blinds","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢241978.88","NICKURTAINS ENTERPRISE","","","","-"
"Ministry of Finance","GR/MOF/GDS/SS/019/2023","-","Single Sourced","1","Procurement of Conference Room Table and Chairs (1st & 4th Floors - Main Block)","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢1264834.40","IT Market LTD","","P.O, Box KD 759 Kanda - Accra","","-"
"Ministry of Finance","GR/MOF/GDS/SS/014/2023","-","Single Sourced","1","Procurement of Temporary Jackets and File Covers","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢173098.00","Dam-Kyem Printing Press Limited","damteykyempressltd@yahoo.com","P. O. Box  95, Kaneshie-Accra","208182292","-"
"Ministry of Finance","GR/MOF/GDS/SS/021/2023","-","Single Sourced","1","Supply and Installation of Office Blinds","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢175239.17","Centrocity","centrocitygh@outlook.com","P. O. Box AT 726, Achimota, Accra","245236039","-"
"Ministry of Finance","GR/MOF/GDS/SS/013/2023","-","Single Sourced","","Procurement of Office Stationery","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢474286.17","Lifechance Investment Limited","info@lifechance.com","P. O. Box, 247 Kotobabi , Accra","246458587","-"
"Ministry of Finance","GR/MOF/GDS/SS/011/2023","-","Single Sourced","1","Procurement of Office Furniture","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢1241115.51","Makeza Limited","infomakeza22@gmail.com","P. O. Box  MP 2525, Mamprobi, Accra","245657599","-"
"Ministry of Finance","GR/MOF/GDS/SS/010/2023","-","Single Sourced","1","Procurement of Split Air Conditioners","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢994827.60","Vaton Services Limited","vatonservicesltd@gmail.com","P. O. Box   19599, Accra-North, Accra","244674936","-"
"Ministry of Finance","GR/MOF/GDS/SS/022/2023","-","Single Sourced","1","Supply and Installation of Office Blinds","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢169578.24","Makwil Solia Ventures","makwil28@yahoo.com","P. O. Box MK 19 Accra Darkuman, Accra","242262583","-"
"Ministry of Finance","GR/MOF/GDS/SS/012/2023","-","Single Sourced","1","Procurement of Toiletories","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢271700.00","Ebenisreal Ventures","0","P. O. Box  cc 1, Cape Coast","244449153","-"
"University Of Ghana (UG)","GR/UOG/CHS/TS/SS/007/23","-","Single Sourced","1","FRAMEWORK AGREEMENT FOR THE REPAIRS AND MAINTENANCE OF TWO 600KVA POWER PLANT GENSETS","PPA Board","40 (1)b - Urgency","10th July, 2023","08th October, 2023","Ghana Cedi","Gh¢344547.30","ESKAN ENGINEERING SERVICES LIMITED","INFO@ESKANGHANA.COM","P.O BOX CS 8543, ACCRA","0303302074","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/013/23","-","Single Sourced","1","PHOTOSRIBE OPTICAL MARK SCANNER READER SR 11000 AND SCANTRUM SHEETS","PPA Board","40 (1)b - Urgency","18th August, 2023","13th November, 2023","Ghana Cedi","Gh¢155753336.00","URBAN DATA & EDUCATIONAL CONSULT LIMITED","","","","-"
"University Of Ghana (UG)","GR/UOG/CHS/GDS/SS/045/23","-","Single Sourced","1","X-RAY UNIT MACHINE","PPA Board","40 (1)b - Urgency","27th November, 2023","15th December, 2023","Ghana Cedi","Gh¢340060.82","DENTAL RESOURCES LIMITED","","","","-"
"Ministry of Finance","GR/MOF/GDS/SS-GIFMIS/007/2023","-","Single Sourced","","Procurement of Laptop Computers and Server for the update of Hyperion","PPA Board","40 (1)b - Urgency","14th August, 2023","30th September, 2023","Ghana Cedi","Gh¢231122.40","I.T. MARKET LIMITED","","","","-"
"Ministry of Finance","GR/MOF/GDS/SS-PIAD/008/2023","-","Single Sourced","1","Procurement of Laptop Computers, Accessories and Risk Analysis Software for the Public-Private Partnership (PPP).","PPA Board","40 (1)b - Urgency","23rd November, 2023","13th December, 2023","Ghana Cedi","Gh¢765044.40","Mericom Solutions (Gh) Limited","gasiedu@mericomghana.com","P. O. Box CO 819, Tema, Ghana","0208134311","-"
"Ministry of Finance","GR/MOF/GDS/SS-NHF/007/2023","-","Single Sourced","1","Procurement of 1No. Locally Assembled SUV for the National Homeownership Fund (NHF).","PPA Board","40 (1)b - Urgency","07th June, 2023","13th December, 2023","USA Dollar","$34150.00","RANA MOTORS & METAL WORKS ENG. COMPANY LIMITED","","P.O.BOX AN 7617,ACCRA-GHANA","","-"
"National Commission for Civic Education","NCCE.245/A/V.2/110","-","Single Sourced","","Procurement of Yamaha YC-Z 125 Motorcycle Qty 49 Units","ETC/PPA","40 (1)b - Urgency","24th November, 2023","19th December, 2023","Ghana Cedi","Gh¢1200500.00","Japan Motors Trading Company Limited","","P. O. Box 5216, Accra","","-"
"National Commission for Civic Education","NCCE.Pu.354/A/V.2/116","-","Single Sourced","","Printing of Posters (A2,Self Adhesive Vinyl, Full Colour) Qty- 20,000 pcs","ETC/PPA","40 (1)b - Urgency","09th November, 2023","30th November, 2023","Ghana Cedi","Gh¢170660.00","GHANA PUBLISHING COMPANY LIMITED","","","","-"
"National Commission for Civic Education","NCCE.Pu.354/A/V.2/99","-","Single Sourced","","Provision of Comprehensive and Third Party Insurance Cover for Vehicles and Motorcycles. Comprehensive (Vehicles ) Qty - 12 Third Party (Vehicles) Qty - 60 Third Party (Motorcycles) Qty - 77","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","14th April, 2023","02nd July, 2023","Ghana Cedi","Gh¢284031.95","SIC INSURANCE COMPANY LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PD/2023/SS/01/19","-","Single Sourced","1","CONTRACT FOR THE PROCUREMENT OF VARIOUS PHARMACEUTICAL PRODUCT","ETC/PPA","40 (1)a - Proprietary","30th November, 2023","30th May, 2024","Ghana Cedi","Gh¢228000.00","Unicom Chemist Ltd","0","P. O. Box OS 591, Osu Accra","0243-354661","-"
"Quality Control Company Limited","QCC/SS/RE/TS/2023-24/07","-","Single Sourced","1","VARIOUS SPARE PARTS FOR THE MAINTENANCE OF LCMS AND GCMS EQUIPMENT","ETC/PPA","40 (1)a - Proprietary","22nd December, 2023","22nd March, 2024","USA Dollar","$103612.61","WAGTECH GHANA LIMITED","","","","-"
"Ghana Deposit Protection Corporation","GR/GDPC/SER/2023/008","-","Single Sourced","","To ensure all employees including directors are adequately resourced in the performance of their duties as part of its five-year (5) strategic plan.","HEAD OF ENTITY","40 (1)b - Urgency","28th October, 2023","30th October, 2023","Ghana Cedi","Gh¢117054.92","Ernst & Young","","P.O. Box KA 16009, Airport","","-"
"Ghana Cocoa Board","GCB/PD/CC/2023/SS/01/12","-","Single Sourced","1","SUPPLY AGREEMENT FOR VARIOUS PHARMACEUTICAL PRODUCT","ETC/PPA","40 (1)a - Proprietary","29th December, 2023","28th June, 2024","Ghana Cedi","Gh¢245779.20","GOKALS LABOREX LIMITED","","","","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0049/2023","-","Single Sourced","1","PROCUREMENT OF TWO (2) VISUAL RADAR DISPLAY 3000 SYSTEMS","HEAD OF ENTITY","40 (1)d - Standardization/Compatibility/Limited Size","07th March, 2023","07th September, 2023","Euro","€56050.00","INDRA SISTEMAS SA","fjdgomez@indra.es","FERNANDO DE HENARES, MADRID","+34660591411","-"
"Ghana Civil Aviation Authority","GR/GCAA/TS/0001/2023","-","Single Sourced","1","PROCUREMENT OF SERVICE LEVEL AGREEMENT FOR NEW BUILDING  AND DATA CENTRE","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","16th January, 2024","16th January, 2027","USA Dollar","$555465.46","SUPERTECH (STL) LIMITED","","226 OSIBISA CLOSE P.O.BOX KIA 30408 AIRPORT,ACCRA","","-"
"Ghana Civil Aviation Authority","GR/GCAA/TS/0007/2023","-","Single Sourced","1","PROVISION OF WORLD GEOGRAPHICAL SURVEY(WGS)-MAINTENANCE SURVEY","PPA Board","40 (1)b - Urgency","10th October, 2023","09th April, 2024","USA Dollar","$306578.32","IZINDIZA AERONAUTICAL AND TOPOGRAPHICAL SYRVEYS (PTY) LIMITED","UNKNOWN@GMAIL.COM","REPUBLIC OF SOUTH AFRICA","+2711824121320","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0046/2023","-","Single Sourced","1","PROCUREMENT OF ADDITIONAL EIGHT (8) NO. OF HOUR AIR COMFORT SYSTEM(ACS) EXECUTIVE MANUAL ERGONOMIC CHAIR","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","28th August, 2023","16th August, 2023","Ghana Cedi","Gh¢282675.20",": XTREME COMFORT SYSTEM ENTERPRISE","xtremecomfortsystem@yahoo.com","P.O.BOX CT 3112, CANTONMENT, ACCRA","0249020892, 0249996444","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0025/2023","-","Single Sourced","N/A","SUPPLY AND INSTALLATION OF IBM MAXIMO FOR GCAA","PPA Board","40 (1)a - Proprietary","28th August, 2023","11th September, 2023","Ghana Cedi","Gh¢225065.59","OSTEC LIMITED","","","","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0030/2023","-","Single Sourced","N/A","SUPPLY AND INSTALLATION OF A FIFTY METER AVIATION COMMUNICATION TOWER FOR GCAA IN SAO TOME","PPA Board","40 (1)b - Urgency","28th August, 2023","06th November, 2023","USA Dollar","$87903.71","ADMARKZ CONSULT","admarkzgh@gmail.com","P.O.BOX 6115, ACCRA-NORTH","0302240121, 0244325755","-"
